Year,Month,Day,Hours,Minutes,Seconds,Full FOV xOffset,Full FOV yOffset,Full FOV xRange,Full FOV yRange,ROI xOffset,ROI yOffset,ROI xRange,ROI yRange
2020,7,30,12,21,12,0.0281249993,0.4375000000,0.3718749881,0.1124999970,-0.1717578173,0.4689062536,0.0441601574,0.0201562494
